url1,label1,url2,label2,url0
shohou,所報,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/35/0023/,23 （1989年3月）,紀要・所報
shohou,所報,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/35/0024/,24 （1990年3月）,紀要・所報
shohou,所報,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/35/0025/,25 （1991年3月）,紀要・所報
shohou,所報,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/35/0026/,26 （1992年3月）,紀要・所報
shohou,所報,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/35/0027/,27 （1993年3月）,紀要・所報
shohou,所報,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/35/0028/,28 （1994年3月）,紀要・所報
shohou,所報,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/35/0029/,29 （1995年3月）,紀要・所報
shohou,所報,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/35/0030/,30 （1996年3月）,紀要・所報
shohou,所報,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/35/0031/,31 （1997年3月）,紀要・所報
shohou,所報,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/35/0032/,32 （1998年3月）,紀要・所報
shohou,所報,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/35/0033/,33 （1999年3月）,紀要・所報
shohou,所報,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/35/0034/,34 （1999年10月）,紀要・所報
shohou,所報,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/35/0035/,35 （2000年10月）,紀要・所報
shohou,所報,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/35/0036/,36 （2001年10月）,紀要・所報
shohou,所報,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/35/0037/,37 （2002年10月）,紀要・所報
shohou,所報,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/35/0038/,38 （2003年10月）,紀要・所報
shohou,所報,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/35/0039/,39 （2004年10月）,紀要・所報
shohou,所報,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/35/0040/,40 （2005年10月）,紀要・所報
shohou,所報,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/35/0041/,41 （2006年10月）,紀要・所報
shohou,所報,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/35/0042/,42 （2007年10月）,紀要・所報
shohou,所報,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/35/0043/,43 （2008年10月）,紀要・所報
shohou,所報,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/35/0044/,44 （2009年10月）,紀要・所報
shohou,所報,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/35/0045/,45 （2010年10月）,紀要・所報
shohou,所報,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/35/0046/,46 （2011年10月）,紀要・所報
shohou,所報,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/35/0047/,47 （2012年10月）,紀要・所報
shohou,所報,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/35/0048/,48 （2013年10月）,紀要・所報
shohou,所報,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/35/0049/,49 （2014年10月）,紀要・所報
shohou,所報,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/35/0050/,50 （2015年10月）,紀要・所報
shohou,所報,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/35/0051/,51 （2016年10月）,紀要・所報
shohou,所報,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/35/0052/,52 （2017年10月）,紀要・所報
shohou,所報,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/35/0053/,53 （2018年10月）,紀要・所報
shohou,所報,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/35/0054/,54 （2019年10月）,紀要・所報
microfilm,目録,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/29/01/,蘭国 1,海外史料
microfilm,目録,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/29/02/,蘭国 2,海外史料
microfilm,目録,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/29/03/,蘭国 3,海外史料
microfilm,目録,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/29/04/,蘭国 4,海外史料
microfilm,目録,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/29/05/,蘭国 5,海外史料
microfilm,目録,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/29/06/,英国 1,海外史料
microfilm,目録,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/29/07/,英国 2,海外史料
microfilm,目録,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/29/08/,英国 3,海外史料
microfilm,目録,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/29/09/,米国 1,海外史料
microfilm,目録,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/29/10/,米国 2,海外史料
microfilm,目録,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/29/11/,瑞西・独・瑞典,海外史料
microfilm,目録,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/29/12/,vatican・伊・葡・西・墨,海外史料
microfilm,目録,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/29/13/,仏,海外史料
microfilm,目録,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/29/14/,豪・印・indonesia・英・仏,海外史料
rankan,オランダ,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/58/0101/,原1  1633年08月-1635年11月,海外史料
rankan,オランダ,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/58/0201/,訳1上1633年08月-1634年04月,海外史料
rankan,オランダ,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/58/0202/,訳1下1634年05月-1635年11月,海外史料
rankan,オランダ,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/58/0102/,原2  1636年01月-1638年01月,海外史料
rankan,オランダ,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/58/0203/,訳2上1636年01月-1637年01月,海外史料
rankan,オランダ,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/58/0204/,訳2下1637年02月-1638年01月,海外史料
rankan,オランダ,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/58/0103/,原3  1637年08月-1639年01月,海外史料
rankan,オランダ,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/58/0205/,訳3上1637年08月-1638年06月,海外史料
rankan,オランダ,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/58/0206/,訳3下1638年08月-1639年01月,海外史料
rankan,オランダ,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/58/0104/,原4  1639年02月-1641年01月,海外史料
rankan,オランダ,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/58/0207/,訳4上1639年02月-1639年閏11月,海外史料
rankan,オランダ,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/58/0208/,訳4下1640年01月-1641年01月,海外史料
rankan,オランダ,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/58/0105/,原5  1641年02月-1641年09月,海外史料
rankan,オランダ,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/58/0209/,訳5  1641年02月-1641年09月,海外史料
rankan,オランダ,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/58/0106/,原6  1641年11月-1642年閏9月,海外史料
rankan,オランダ,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/58/0210/,訳6  1641年11月-1642年閏9月,海外史料
rankan,オランダ,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/58/0107/,原7  1642年10月-1643年09月,海外史料
rankan,オランダ,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/58/0211/,訳7  1642年10月-1643年09月,海外史料
rankan,オランダ,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/58/0108/,原8  1643年09月-1644年10月,海外史料
rankan,オランダ,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/58/0212/,訳8上1643年09月-1644年06月,海外史料
rankan,オランダ,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/58/0213/,訳8下1644年06月-1644年10月,海外史料
rankan,オランダ,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/58/0109/,原9  1644年10月-1646年09月,海外史料
rankan,オランダ,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/58/0214/,訳9  1644年10月-1646年09月,海外史料
rankan,オランダ,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/58/0110/,原10 1646年09月-1647年09月,海外史料
rankan,オランダ,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/58/0215/,訳10 1646年09月-1647年09月,海外史料
rankan,オランダ,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/58/0111/,原11 1647年10月-1649年10月,海外史料
rankan,オランダ,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/58/0216/,訳11 1647年10月-1649年10月,海外史料
rankan,オランダ,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/58/0112/,原12 1649年11月-1651年11月,海外史料
rankan,オランダ,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/58/0217/,訳12 1649年11月-1651年11月,海外史料
komo-hennen,編年,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/05/0001/,１　　　　 大宝 2年～天平6年,古文書
komo-hennen,編年,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/05/0002/,２　　　　 天平 8年～19年,古文書
komo-hennen,編年,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/05/0003/,３　　　　 天平20年～天平勝宝5年,古文書
komo-hennen,編年,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/05/0004/,４　　　　 勝宝 6年～天平宝字5年,古文書
komo-hennen,編年,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/05/0005/,５　　　　 宝字 6年～神護景雲3年,古文書
komo-hennen,編年,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/05/0006/,６　　　　 宝亀元年～宝亀11年,古文書
komo-hennen,編年,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/05/0007/,７(追加)　和銅 2年～天平13年,古文書
komo-hennen,編年,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/05/0008/,８(追加)　天平14年～17年,古文書
komo-hennen,編年,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/05/0009/,９(追加)　天平18年～19年,古文書
komo-hennen,編年,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/05/0010/,10(追加) 天平20年～勝宝元年,古文書
komo-hennen,編年,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/05/0011/,11(追加) 勝宝元年～3年,古文書
komo-hennen,編年,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/05/0012/,12(追加) 勝宝 3年～5年,古文書
komo-hennen,編年,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/05/0013/,13(追加) 勝宝 5年～宝字2年,古文書
komo-hennen,編年,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/05/0014/,14(追加) 宝字 2年～4年,古文書
komo-hennen,編年,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/05/0015/,15(追加) 宝字 5年～宝字6年,古文書
komo-hennen,編年,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/05/0016/,16(追加) 宝字 6年～宝字8年,古文書
komo-hennen,編年,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/05/0017/,17(追加) 天平神護元年～宝亀元年,古文書
komo-hennen,編年,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/05/0018/,18(追加) 宝亀元年～2年,古文書
komo-hennen,編年,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/05/0019/,19(追加) 宝亀 2年～3年,古文書
komo-hennen,編年,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/05/0020/,20(追加) 宝亀 3年,古文書
komo-hennen,編年,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/05/0021/,21(追加) 宝亀 3年～4年,古文書
komo-hennen,編年,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/05/0022/,22(追加) 宝亀 4年～5年,古文書
komo-hennen,編年,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/05/0023/,23(追加) 宝亀 5年～10年,古文書
komo-hennen,編年,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/05/0024/,24(補遺) 天武14年～勝宝元年,古文書
komo-hennen,編年,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/05/0025/,25(補遺) 勝宝 5年～宝亀7年･附,古文書
bakumatsu,幕末,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/05/9001/,1 嘉永6年6-7月,古文書
bakumatsu,幕末,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/05/9002/,2 嘉永6年8-9月,古文書
bakumatsu,幕末,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/05/9003/,3 嘉永6年10-12月,古文書
bakumatsu,幕末,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/05/9004/,4 安政1年1月,古文書
bakumatsu,幕末,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/05/9005/,5 安政1年2-3月,古文書
bakumatsu,幕末,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/05/9006/,6 安政1年4-6月,古文書
bakumatsu,幕末,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/05/9007/,7 安政1年7-9月,古文書
bakumatsu,幕末,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/05/9008/,8 安政1年10-12月,古文書
bakumatsu,幕末,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/05/9009/,9 安政2年1-3月,古文書
bakumatsu,幕末,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/05/9010/,10 安政2年3-4月,古文書
bakumatsu,幕末,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/05/9011/,11 安政2年4-6月,古文書
bakumatsu,幕末,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/05/9012/,12 安政2年6-9月,古文書
bakumatsu,幕末,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/05/9013/,13 安政2年9月-3年2月,古文書
bakumatsu,幕末,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/05/9014/,14 安政3年3月-8月,古文書
bakumatsu,幕末,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/05/9015/,15 安政3年9月-4年4月,古文書
bakumatsu,幕末,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/05/9016/,16 安政4年5-7月,古文書
bakumatsu,幕末,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/05/9017/,17 安政4年7-9月,古文書
bakumatsu,幕末,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/05/9018/,18 安政4年10-12月,古文書
bakumatsu,幕末,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/05/9019/,19 安政5年1-4月,古文書
bakumatsu,幕末,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/05/9020/,20 安政5年4-7月,古文書
bakumatsu,幕末,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/05/9021/,21 安政5年8-12月,古文書
bakumatsu,幕末,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/05/9022/,22 安政6年1-3月,古文書
bakumatsu,幕末,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/05/9023/,23 安政6年4-6月,古文書
bakumatsu,幕末,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/05/9024/,24 安政6年6-7月,古文書
bakumatsu,幕末,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/05/9025/,25 安政6年7-8月,古文書
bakumatsu,幕末,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/05/9026/,26 安政6年8月,古文書
bakumatsu,幕末,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/05/9027/,27 安政6年9月,古文書
bakumatsu,幕末,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/05/9028/,28 安政6年10月,古文書
bakumatsu,幕末,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/05/9029/,29 安政6年10-11月,古文書
bakumatsu,幕末,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/05/9030/,30 安政6年11月,古文書
bakumatsu,幕末,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/05/9031/,31 安政6年11-12月,古文書
bakumatsu,幕末,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/05/9032/,32 安政6年12月,古文書
bakumatsu,幕末,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/05/9033/,33 安政6年12月,古文書
bakumatsu,幕末,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/05/9034/,34 万延1年1月,古文書
bakumatsu,幕末,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/05/9035/,35 万延1年2月,古文書
bakumatsu,幕末,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/05/9036/,36 万延1年2月,古文書
bakumatsu,幕末,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/05/9037/,37 万延1年3月,古文書
bakumatsu,幕末,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/05/9038/,38 万延1年3月,古文書
bakumatsu,幕末,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/05/9039/,39 万延1年閏3-4月,古文書
bakumatsu,幕末,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/05/9040/,40 万延1年5-6月,古文書
bakumatsu,幕末,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/05/9041/,41 万延1年7-8月,古文書
bakumatsu,幕末,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/05/9042/,42 万延1年9-10月,古文書
bakumatsu,幕末,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/05/9043/,43 万延1年10月,古文書
bakumatsu,幕末,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/05/9044/,44 万延1年11月,古文書
bakumatsu,幕末,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/05/9045/,45 万延1年11-12月,古文書
bakumatsu,幕末,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/05/9046/,46 万延1年12月,古文書
bakumatsu,幕末,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/05/9047/,47 文久1年1月,古文書
bakumatsu,幕末,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/05/9048/,48 文久1年1月,古文書
bakumatsu,幕末,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/05/9049/,49 文久1年2月,古文書
bakumatsu,幕末,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/05/9050/,50 文久1年2月,古文書
bakumatsu,幕末,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/05/9051/,51 文久1年3月,古文書
bakumatsu,幕末,https://clioimg.hi.u-tokyo.ac.jp/viewer/list/idata/850/8500/05/9052/,52 文久1年3月,古文書
